snapshot_date,expiry,type,S0,K,T,dte,bid,ask,mid,spread,rel_spread,volume,open_interest,r,q,forward,iv_mkt,vega,moneyness
2026-06-24,2026-07-24,call,733.239990234375,779.0,0.0821917808219178,30,0.65,0.68,0.665,0.030000000000000027,0.04511278195488726,4.0,157,0.03690000057220459,0.012664339266372794,734.7020395804306,0.12860918596302004,24.44933550610165,1.0624079569787215
2026-06-24,2026-07-24,call,733.239990234375,780.0,0.0821917808219178,30,0.58,0.61,0.595,0.030000000000000027,0.05042016806722694,225.0,857,0.03690000057220459,0.012664339266372794,734.7020395804306,0.12782801241729733,22.765688004779122,1.063771766936332
2026-06-24,2026-07-24,call,733.239990234375,781.0,0.0821917808219178,30,0.52,0.55,0.535,0.030000000000000027,0.056074766355140235,9.0,194,0.03690000057220459,0.012664339266372794,734.7020395804306,0.12724227523663434,21.229235842764606,1.0651355768939428
2026-06-24,2026-07-24,call,733.239990234375,782.0,0.0821917808219178,30,0.47,0.5,0.485,0.030000000000000027,0.06185567010309284,18.0,325,0.03690000057220459,0.012664339266372794,734.7020395804306,0.12691222914441316,19.8663323808225,1.0664993868515535
2026-06-24,2026-07-24,call,733.239990234375,783.0,0.0821917808219178,30,0.42,0.45,0.435,0.030000000000000027,0.06896551724137938,158.0,242,0.03690000057220459,0.012664339266372794,734.7020395804306,0.1263689258733483,18.460437323119425,1.067863196809164
2026-06-24,2026-07-24,call,733.239990234375,784.0,0.0821917808219178,30,0.38,0.41,0.395,0.02999999999999997,0.07594936708860751,8.0,156,0.03690000057220459,0.012664339266372794,734.7020395804306,0.1261594482542591,17.26008371992281,1.0692270067667748
2026-06-24,2026-07-24,call,733.239990234375,785.0,0.0821917808219178,30,0.34,0.37,0.355,0.02999999999999997,0.08450704225352106,101.0,713,0.03690000057220459,0.012664339266372794,734.7020395804306,0.12575199140069634,16.026664323136146,1.0705908167243856
2026-06-24,2026-07-24,call,733.239990234375,786.0,0.0821917808219178,30,0.31,0.33,0.32,0.020000000000000018,0.06250000000000006,183.0,357,0.03690000057220459,0.012664339266372794,734.7020395804306,0.12545025419963995,14.894144856185799,1.0719546266819961
2026-06-24,2026-07-24,call,733.239990234375,787.0,0.0821917808219178,30,0.28,0.3,0.29000000000000004,0.019999999999999962,0.06896551724137917,2.0,149,0.03690000057220459,0.012664339266372794,734.7020395804306,0.12529528932432155,13.875362398880345,1.073318436639607
2026-06-24,2026-07-24,call,733.239990234375,788.0,0.0821917808219178,30,0.25,0.27,0.26,0.020000000000000018,0.07692307692307698,1.0,124,0.03690000057220459,0.012664339266372794,734.7020395804306,0.12494805486716379,12.831151253175443,1.0746822465972177
2026-06-24,2026-07-24,call,733.239990234375,789.0,0.0821917808219178,30,0.23,0.25,0.24,0.01999999999999999,0.0833333333333333,2.0,381,0.03690000057220459,0.012664339266372794,734.7020395804306,0.1252136712012941,12.074079439485132,1.0760460565548282
2026-06-24,2026-07-24,call,733.239990234375,790.0,0.0821917808219178,30,0.21,0.23,0.22,0.020000000000000018,0.090909090909091,31.0,547,0.03690000057220459,0.012664339266372794,734.7020395804306,0.12534988627141577,11.307052754865067,1.077409866512439
2026-06-24,2026-07-24,call,733.239990234375,791.0,0.0821917808219178,30,0.19,0.21,0.2,0.01999999999999999,0.09999999999999995,7.0,1282,0.03690000057220459,0.012664339266372794,734.7020395804306,0.1253393526520371,10.527614383290713,1.0787736764700495
2026-06-24,2026-07-24,call,733.239990234375,792.0,0.0821917808219178,30,0.17,0.19,0.18,0.01999999999999999,0.11111111111111106,22.0,133,0.03690000057220459,0.012664339266372794,734.7020395804306,0.12515980889125633,9.73281344195554,1.0801374864276603
2026-06-24,2026-07-24,call,733.239990234375,793.0,0.0821917808219178,30,0.16,0.17,0.165,0.010000000000000009,0.060606060606060656,1.0,131,0.03690000057220459,0.012664339266372794,734.7020395804306,0.12533692133640467,9.100347028742203,1.081501296385271
2026-06-24,2026-07-24,call,733.239990234375,794.0,0.0821917808219178,30,0.14,0.16,0.15000000000000002,0.01999999999999999,0.13333333333333325,13.0,83,0.03690000057220459,0.012664339266372794,734.7020395804306,0.12537523111830906,8.458946016371403,1.0828651063428816
2026-06-24,2026-07-24,call,733.239990234375,795.0,0.0821917808219178,30,0.13,0.15,0.14,0.01999999999999999,0.14285714285714277,17.0,340,0.03690000057220459,0.012664339266372794,734.7020395804306,0.1258861137846715,7.997475864162236,1.0842289163004923
2026-06-24,2026-07-24,call,733.239990234375,796.0,0.0821917808219178,30,0.12,0.14,0.13,0.020000000000000018,0.15384615384615397,1.0,22,0.03690000057220459,0.012664339266372794,734.7020395804306,0.12630621428779887,7.533744812929191,1.085592726258103
2026-06-24,2026-07-24,call,733.239990234375,797.0,0.0821917808219178,30,0.11,0.13,0.12,0.020000000000000004,0.1666666666666667,33.0,101,0.03690000057220459,0.012664339266372794,734.7020395804306,0.12662531442348796,7.066781457106302,1.0869565362157136
2026-06-24,2026-07-24,call,733.239990234375,798.0,0.0821917808219178,30,0.11,0.12,0.11499999999999999,0.009999999999999995,0.0869565217391304,1.0,26,0.03690000057220459,0.012664339266372794,734.7020395804306,0.12757747753929843,6.797317302267197,1.0883203461733244
2026-06-24,2026-07-24,call,733.239990234375,799.0,0.0821917808219178,30,0.1,0.12,0.11,0.01999999999999999,0.18181818181818174,249.0,344,0.03690000057220459,0.012664339266372794,734.7020395804306,0.12848822089365522,6.5296933248570355,1.0896841561309352
2026-06-24,2026-07-24,call,733.239990234375,800.0,0.0821917808219178,30,0.09,0.11,0.1,0.020000000000000004,0.20000000000000004,877.0,1615,0.03690000057220459,0.012664339266372794,734.7020395804306,0.12854359026451587,6.057978991041733,1.0910479660885457
2026-06-24,2026-07-24,call,733.239990234375,805.0,0.0821917808219178,30,0.07,0.08,0.07500000000000001,0.009999999999999995,0.13333333333333325,50.0,177,0.03690000057220459,0.012664339266372794,734.7020395804306,0.13189184868147555,4.7287467720283685,1.097867015876599
2026-06-24,2026-07-24,call,733.239990234375,810.0,0.0821917808219178,30,0.05,0.07,0.060000000000000005,0.020000000000000004,0.33333333333333337,13.0,221,0.03690000057220459,0.012664339266372794,734.7020395804306,0.13609347946370096,3.857393581128472,1.1046860656646527
2026-06-24,2026-07-24,call,733.239990234375,815.0,0.0821917808219178,30,0.04,0.06,0.05,0.019999999999999997,0.3999999999999999,1.0,166,0.03690000057220459,0.012664339266372794,734.7020395804306,0.14073891407296235,3.240147482838216,1.111505115452706
2026-06-24,2026-07-24,put,733.239990234375,590.0,0.0821917808219178,30,0.47,0.49,0.48,0.020000000000000018,0.041666666666666706,19.0,202,0.03690000057220459,0.012664339266372794,734.7020395804306,0.36868790366987353,8.705457716214896,0.8046478749903025
